,auction_id,experiment,date,hour,device_make,platform_os,browser,yes,no
15,05ff30c6-4265-4a1d-80de-537563f7470d,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,1,0
16,06d7ece2-7d93-43ed-a9d3-e563fb8067e9,control,2020-07-04,19,Generic Smartphone,6,Chrome Mobile,1,0
17,0751a4df-b53c-4943-b4d2-952529e16ae3,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,1
18,07659c1c-f6f0-4a6b-8089-97290c26aeb9,exposed,2020-07-08,6,Generic Smartphone,6,Chrome Mobile,1,0
19,078aa8e5-e424-4d57-b5f2-744b2bd702b5,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
20,079aa7ac-5ddd-49f5-a0e0-8138c17b44fb,control,2020-07-05,19,Generic Smartphone,6,Chrome Mobile,0,1
21,08097cbe-a8fe-4336-a917-3da665c5654e,exposed,2020-07-10,15,Generic Smartphone,6,Chrome Mobile,1,0
22,086f31fc-fc25-4c4b-b0ba-ea9ac9502855,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,1,0
23,089b6e4b-ab64-4200-9f64-784ddea9dffb,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,1,0
24,08d60c5e-0dd9-4d14-9e4e-7d4721c6de43,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
25,08e29116-2e0b-4b2a-b59b-1c1e6d9f109c,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,1,0
26,090b32d5-a098-4e68-81bd-60325a6898fa,exposed,2020-07-05,21,Generic Smartphone,6,Chrome Mobile,1,0
27,0a431ec7-b60a-44a2-8393-529489c6ce7f,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
28,0aaf0e53-0aef-48e1-86b8-77a751b6ad2b,control,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,1,0
29,0ad6d944-b1d2-472b-96f4-b99f451b28c1,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,1
30,0b0344c4-b114-4705-ad68-6662f0d3bedc,control,2020-07-03,15,LG-$2,6,Chrome Mobile,1,0
31,0c65bdaf-4328-417e-b4d9-c857a54ff446,exposed,2020-07-05,3,Generic Smartphone,6,Chrome Mobile,1,0
32,0c6da1d9-28fe-4cd7-8027-cebb466b611a,exposed,2020-07-10,16,Generic Smartphone,6,Chrome Mobile,0,1
33,0d04f1cf-7dd1-48e3-87f1-0c8b87345cf0,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,1,0
34,0d1ad63b-1c43-4d11-adf5-ca5697e6c891,control,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,1
35,0d49bacd-aa02-4d79-80bd-e3d684d7d03d,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
36,0d5ed6c8-5b5f-4219-aa96-6e80d9aca7cd,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,1
37,0e08a41e-2430-428f-ba2f-4d687ca8f377,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,1
38,0e88f667-02a1-4484-8a2b-c626ef962758,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
39,0f44df87-35cb-424b-8fbe-a6c2ecd82023,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
40,0f5bfe2f-cd24-497d-9cec-e8f935665bf2,control,2020-07-05,0,Generic Smartphone,6,Chrome Mobile,1,0
41,0fffe0e4-1886-4d63-9b68-1f0d7ca0359b,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,1,0
42,10057c8e-c2c4-4e8b-83ce-3fed95b0531c,control,2020-07-05,15,Generic Smartphone,6,Chrome Mobile,0,1
43,111baf18-7653-4ba9-9de1-7e1702605c04,control,2020-07-10,12,Generic Smartphone,6,Chrome Mobile,0,1
44,11445834-b185-4edf-8e25-cfb49fb7b0e3,exposed,2020-07-03,10,Generic Smartphone,6,Chrome Mobile,0,1
45,1188cf08-c5de-4fd9-94c5-ac9067cb4a1b,control,2020-07-07,3,Generic Smartphone,6,Chrome Mobile,1,0
46,13b9e571-0e68-4cd3-a804-e335800be9e5,control,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,0,1
47,142bd98d-e577-4880-b041-13a9a9a4bb97,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,1
48,1444a444-ebe6-483a-afa3-b82b34ddff71,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
49,14533ab4-b8da-41b5-a6b8-92a8ccc86163,control,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,1
50,14ad2c1c-3e57-4589-9376-d5e33a442152,exposed,2020-07-03,0,Generic Smartphone,6,Chrome Mobile,0,1
51,14ca050a-eea5-4c06-9b92-40f0746cc827,exposed,2020-07-10,17,Generic Smartphone,6,Chrome Mobile,1,0
52,14db6b8d-4c4d-4543-a492-464861c1b1b8,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
53,15602254-27d1-4869-bb53-67585b66a316,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
54,1572bad2-681e-4d8b-b12f-1ea75986509a,control,2020-07-05,10,Generic Smartphone,6,Chrome Mobile,0,1
55,15bbbcc4-056e-487c-91f0-7a98aaf32bd3,exposed,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,1
56,1630d073-e2bd-4748-9e20-32c6a2f77bdc,exposed,2020-07-10,12,Generic Smartphone,6,Chrome Mobile,0,1
57,16635abc-4436-46ac-ac92-92119d473f65,exposed,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,1,0
58,16dfd9e0-e990-4336-a842-65a7f0513f7a,exposed,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,1,0
59,1757d7d9-e6e1-48fc-b402-76c8e82fbc51,control,2020-07-10,5,Generic Smartphone,6,Chrome Mobile,1,0
60,1831572b-470a-47ae-957c-ddff6a8e8126,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
61,186a98dd-5db8-4f75-8ec3-272200e3df6b,exposed,2020-07-04,10,Generic Smartphone,6,Chrome Mobile,0,1
62,18eadc05-4e34-4138-a327-fcc0835c5a13,exposed,2020-07-09,19,HTC 10,6,Chrome Mobile,0,1
63,19158ed1-b35b-473b-8fad-0ae68ce1cb9b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
64,19548e79-bf25-4570-b8ca-54e8e28590f0,exposed,2020-07-03,1,Generic Smartphone,6,Chrome Mobile,0,1
65,19cf6084-4e5e-42b6-866b-91221995f5e3,exposed,2020-07-05,19,Generic Smartphone,6,Chrome Mobile,0,1
66,19e4c63f-da51-424a-8f15-d23bf6657cda,control,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,1
67,1aa749d2-c9e8-42e2-8c1d-21eef40992c1,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
68,1b08c023-6b5a-4652-9cae-8c5895951d54,exposed,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0,1
69,1b4ca4bc-3a61-4752-ba2d-38a40b2c3eb6,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,1,0
70,1c22ef64-fe40-4c19-84a0-3c086c176ece,control,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,1
71,1ca3b4fd-023e-449b-b6d0-c1d015d48e04,exposed,2020-07-06,3,Generic Smartphone,6,Chrome Mobile,0,1
72,1ca9dbaf-4ba7-4645-af05-52293aac080e,control,2020-07-06,3,Nokia undefined$2$3,6,Chrome Mobile,1,0
73,1cbbcee2-b6e9-47b3-aa09-59c280d6b14f,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,1
74,1e43fc5f-dd65-4311-9c32-6e1552cd70b9,exposed,2020-07-07,23,Generic Smartphone,6,Chrome Mobile,1,0
75,1e657002-aff5-4baf-b16b-e1c7e9b9a64b,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,1
76,1f0c7f13-22ac-4250-bfeb-5fc331ae0c29,exposed,2020-07-05,8,Generic Smartphone,6,Chrome Mobile,0,1
77,205546a3-5b19-4fcc-87a0-cf6177d889af,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,1,0
78,20a41187-a30e-432c-bd6d-e2d2ef6114d2,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
79,20e59bcd-428e-4c8f-b9fb-f4c50be78c4e,exposed,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,1,0
80,21fd0c48-173e-4b1a-ab4f-ba8bc647576a,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,1
81,224e6d15-bc62-4f91-858a-fef2a3722dfd,control,2020-07-05,4,Generic Smartphone,6,Chrome Mobile,1,0
82,225c2ca4-a64e-4daa-9373-cd2766e620ee,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,1,0
83,22bd20bf-4ab6-4be8-a28a-2637551aa2e7,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,1
84,22d8d49e-4dbc-446a-b168-09251d377d12,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
85,234d896d-60d3-47f8-aa4d-389e81f280ec,exposed,2020-07-10,0,Generic Smartphone,6,Chrome Mobile,1,0
86,2452a693-0b7a-467b-9282-463c886642c9,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
87,25c0d6e6-4eca-47fe-86d6-4c7fbab19bfb,exposed,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,1,0
88,262ac056-17b2-40a2-86b7-d0330901a690,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
89,26b140cb-82e2-4318-8837-dc94804e888b,control,2020-07-10,16,Generic Smartphone,6,Chrome Mobile,1,0
90,2822f3de-d0d7-410d-9bfb-d1526eb93dff,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
91,283a7e05-c77d-4bf7-894e-2a1a4bf0d9ad,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,1,0
92,284aa64e-2958-4b95-bc5d-d47b298d0ec4,exposed,2020-07-05,7,Generic Smartphone,6,Chrome Mobile,0,1
93,285e08bd-a53d-40e6-a44a-88820ee223dc,exposed,2020-07-04,2,Generic Smartphone,6,Chrome Mobile,0,1
94,28cfbbe3-0395-4b24-862a-fdd0f43b8fff,exposed,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,1,0
95,29245451-dd75-460c-8a16-a1b3b73b55c8,exposed,2020-07-09,22,Generic Smartphone,6,Chrome Mobile,1,0
96,29a3fb95-9181-4448-83dc-a656cb6a6f1c,exposed,2020-07-03,2,Nokia undefined$2$3,6,Chrome Mobile,0,1
97,2a0933ee-662d-4b94-bb39-4cd09f864688,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
98,2a0fd940-3857-4618-be52-d215c54931e4,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
99,2b12d711-1755-4ad7-a093-b2aefd045da9,control,2020-07-07,20,Generic Smartphone,6,Chrome Mobile,1,0
100,2d8948d8-6f35-4eab-8fb6-92b24fb8ebe8,control,2020-07-03,15,CLT-L09,6,Chrome Mobile,0,1
101,2dcd3f0c-9e9a-4a36-bb68-4b8e6408314a,exposed,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,0,1
102,2e3e7620-7e57-41a7-a55d-2ab7ebb7945b,control,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,1,0
103,2e90073a-89f6-42ba-a0ae-e3ac54defd9a,control,2020-07-09,22,Generic Smartphone,6,Chrome Mobile,1,0
104,2efeefb7-9cbc-4919-9671-1a2e886d8699,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,1,0
105,2f772b38-49bf-4ebf-a098-83b8b02f0f70,control,2020-07-05,5,Generic Smartphone,6,Chrome Mobile,0,1
106,2fd3a02a-0d0d-46b3-8c1e-141ce9bc4c59,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,1
107,30f2696e-5351-41dd-b2c6-4429b8d256d6,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,1
108,31248f44-f54d-4dc9-b0bc-b154d864d1a5,control,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,1,0
109,3126c938-e999-4727-acfe-8a86761a3c74,control,2020-07-06,8,Generic Smartphone,6,Chrome Mobile,1,0
110,31ef29a7-c59f-4bb4-b272-749f03bd1b7b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
111,321e2198-aa78-422d-92f5-4783f7c78c1e,exposed,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,1,0
112,323cf485-1501-4cfb-8731-450965f0060e,exposed,2020-07-03,10,Generic Smartphone,6,Chrome Mobile,1,0
113,32a55120-a5a8-451f-ab51-3c027a6be38e,exposed,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,1,0
114,343d34fc-6139-4405-894c-3974270b3667,exposed,2020-07-06,8,Generic Smartphone,6,Chrome Mobile,1,0
115,3494772e-636a-4981-a3c7-c20f61b9a2d4,exposed,2020-07-10,1,Generic Smartphone,6,Chrome Mobile,0,1
116,35e2c4ff-fc94-45ba-992f-58fae55365fc,control,2020-07-04,3,Generic Smartphone,6,Chrome Mobile,0,1
117,36164db4-e025-479f-bd6b-2a0a7dd94dee,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,1
118,3622c4eb-44f2-44fa-b6ea-cb169960b823,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,1,0
119,36355037-f07b-4ee1-af6f-441dc51b9f6e,exposed,2020-07-07,11,Generic Smartphone,6,Chrome Mobile,0,1
120,36432b69-a806-4000-97a7-d852b294d0c4,exposed,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,1,0
121,370645e2-7046-45b8-b1e5-5b5ec15fca65,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,1,0
122,375da574-ec2d-488b-855e-732dad294e51,control,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0,1
123,378645d2-f8cf-43c0-b1be-e699d846e596,control,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,0,1
124,3792a1ac-a747-4f2e-aee2-914281717d3f,control,2020-07-04,2,Generic Smartphone,6,Chrome Mobile,1,0
125,37b6efea-c69a-4fc2-9c4b-840826a6be37,control,2020-07-10,3,Generic Smartphone,6,Chrome Mobile,0,1
126,38754eae-ffaf-4ac0-84df-b99dcd2aa37e,exposed,2020-07-05,12,Generic Smartphone,6,Chrome Mobile,0,1
127,392c7d83-0487-4bdb-bea2-f7639ea74aa6,control,2020-07-07,6,Generic Smartphone,6,Chrome Mobile,0,1
128,3a721162-e67c-4cd6-a683-9346109c4d4f,control,2020-07-10,6,Generic Smartphone,6,Chrome Mobile,1,0
129,3aa89a92-a9c2-463b-86a0-8c9f6760e735,exposed,2020-07-04,19,Generic Smartphone,6,Chrome Mobile,1,0
130,3b427db1-4b52-446f-bcb2-2f6039ad1d42,exposed,2020-07-03,9,Generic Smartphone,6,Chrome Mobile,1,0
131,3b4d9f4d-1331-40ad-bf0d-dd7857719ebd,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,1
132,3b9d490b-12e9-4e9c-bdaf-3a02246cd975,exposed,2020-07-10,1,HTC U12+,6,Chrome Mobile,0,1
133,3bfebf58-e963-473c-81b0-8bbddf5ac471,exposed,2020-07-06,3,Generic Smartphone,6,Chrome Mobile,0,1
134,3cc07b4e-a1ca-4364-8e8a-576a77e8dcc1,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,1
135,3cf98a51-e3aa-4b8a-8309-45906de8b9fb,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,1
136,3d154223-0817-4845-aeee-eb7325b90bdf,control,2020-07-10,0,Nokia undefined$2$3,6,Chrome Mobile,1,0
137,3dd09b49-9b11-45bd-ab0d-e279a8e5edc7,exposed,2020-07-03,0,Generic Smartphone,6,Chrome Mobile,0,1
138,3de1f29e-6f1a-49c7-8e41-96781b228f37,control,2020-07-05,5,Generic Smartphone,6,Chrome Mobile,0,1
139,3e1e719b-9f7d-4df2-bdf8-285f9284abe8,exposed,2020-07-06,1,Generic Smartphone,6,Chrome Mobile,0,1
140,3e23e4ea-19eb-4dc8-813b-065a3a44bf7f,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,0,1
141,3e2a96f9-2879-4c4a-b52e-ec8e6f509e42,control,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,0,1
142,3e783941-5ac5-4c10-880e-d737afe2c008,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,0,1
143,3ece6440-cdce-4ec6-af81-889813d84004,exposed,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,1,0
144,3f1aff10-8d95-485d-96ef-9809ce0e856f,exposed,2020-07-04,7,Generic Smartphone,6,Chrome Mobile,0,1
145,403a14c2-c143-4b9d-b891-df75ba2cb374,control,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,1
146,40cff25e-674b-4c7a-91e0-e43bcf67dc42,control,2020-07-05,10,Generic Smartphone,6,Chrome Mobile,1,0
147,4127c6a8-df3c-43be-9692-160978e24ee1,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
148,4163c9b9-36ac-4612-ba69-5dba3cb71513,control,2020-07-05,18,Samsung SM-J320FN,6,Chrome Mobile,0,1
149,418b746d-589a-4fc6-ac15-3831afa95d0e,exposed,2020-07-05,17,Generic Smartphone,6,Chrome Mobile,0,1
150,41c810e4-190e-47d9-8e28-3f7e0786b7e5,exposed,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,1,0
151,42291210-287c-4c14-a848-9bfa7fe9b8e0,control,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0,1
152,422f1a84-afd8-48b1-af6e-0bea20fefe02,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,1
153,42a0fad4-056f-42d5-b99a-89c89ad6dd2f,control,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,1
154,432fe0c4-6b9b-4a66-a1b9-605ab3d8264a,exposed,2020-07-08,13,Generic Smartphone,6,Chrome Mobile,1,0
155,43457d49-69fd-4344-9562-6c070b1c4c67,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,1,0
156,4369a918-b098-47e6-aa1e-28ea00b53aaa,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,1
157,43d33a5a-a693-4fc0-8928-f5390113b6f8,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,1
158,4441b628-9390-41fb-b769-359a27510fbf,control,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,1
159,4469bf70-809a-4180-a792-d449e6fb3467,control,2020-07-05,5,Generic Smartphone,6,Chrome Mobile,0,1
160,4498e146-766f-464c-94ef-adfcc8fe2698,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,1,0
161,458468a6-1216-430d-8fd8-c4ef0e565e72,control,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,1,0
162,4584720e-312d-4389-a9d2-ad6c433669b7,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
163,45e5e2a3-fd50-4a29-bef0-eae743d5dc48,exposed,2020-07-04,10,Generic Smartphone,6,Chrome Mobile,1,0
164,461b5f81-361f-41c0-b38b-dd34f671ab5a,exposed,2020-07-05,10,Generic Smartphone,6,Chrome Mobile,0,1
165,46906f5a-d536-4d58-99af-e27e02695afe,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,1
166,4796d66c-1849-4a31-bb38-75b0d41d566c,exposed,2020-07-06,9,Generic Smartphone,6,Chrome Mobile,0,1
167,49e7690d-4825-499c-9553-756af3198a10,control,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,1,0
168,4a6ff9e5-d2d7-4a71-b0f4-6bf1ec002f1b,control,2020-07-08,21,LG-$2,6,Chrome Mobile,1,0
169,4acd64d5-5071-41cd-ba66-40d0ae72d8dd,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
170,4af0156c-3371-4d6a-8e62-6ff6d1432368,control,2020-07-09,12,Samsung SM-A105FN,6,Chrome Mobile,0,1
171,4af11910-53a2-4a1d-a67f-a7fd53d6a8d7,exposed,2020-07-05,12,Generic Smartphone,6,Chrome Mobile,0,1
172,4b92d18c-2184-4b44-ad82-1fa142bd4389,control,2020-07-10,2,Generic Smartphone,6,Chrome Mobile,1,0
173,4c47394c-fd7f-4a7e-aff9-8014893702ee,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
174,4cb6ba40-76d1-419f-9a90-b57e94365b42,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
175,4d30e931-688a-4a10-ab3a-930c0096549f,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
176,4d6160f2-dfb2-4754-9caa-6ad2be66f043,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
177,4d64a3ef-9f3c-4996-947e-d60ab96131ab,control,2020-07-08,2,Generic Smartphone,6,Chrome Mobile,0,1
178,4d658cfa-53b6-4efe-b38a-b48504c45511,exposed,2020-07-07,2,Generic Smartphone,6,Chrome Mobile,0,1
179,4e0c6839-9da6-4291-a45c-31e0bda501a8,exposed,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,1
180,4e9423d8-1db2-45b8-8cd4-ae52bdd80f1a,control,2020-07-10,4,Generic Smartphone,6,Chrome Mobile,1,0
181,4ebbb5a3-5e0e-4bcf-bff0-a7700f8ad247,control,2020-07-09,4,Nokia undefined$2$3,6,Chrome Mobile,0,1
182,4fb02ea5-9b40-458f-aeb6-7909f7089414,exposed,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,1
183,4fcf0072-c0d6-4f6a-afe5-23f88a2438d1,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
184,4ff45daa-a156-4181-b369-6832be7f3b55,exposed,2020-07-05,0,Generic Smartphone,6,Chrome Mobile,1,0
185,5039e9b8-cb80-4f33-80b4-3b21e9070fd3,control,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,1
186,503b0496-37a7-4344-ad59-e1562791ae47,exposed,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,1
187,505f1a22-7263-41da-88d2-5b58eec19761,exposed,2020-07-10,11,Generic Smartphone,6,Chrome Mobile,0,1
188,5076b505-7540-40e5-a806-cc10d78e1664,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,1,0
189,508ccd3a-35a8-4e45-a77d-d9091ab86cdb,exposed,2020-07-05,8,Generic Smartphone,6,Chrome Mobile,0,1
190,512b92ea-ed2e-4667-8bbe-d5d821c835bb,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,1
191,516788c6-1843-47f7-b6e1-2ad22a5d1735,exposed,2020-07-10,3,Generic Smartphone,6,Chrome Mobile,0,1
192,527275af-810f-436e-9c1b-3cc87927c8f5,control,2020-07-10,15,Generic Smartphone,6,Chrome Mobile,0,1
193,52788ed3-653c-480b-aa0d-d36b1dc36166,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,1,0
194,52f3f895-0211-43e5-8560-d6019ff8f042,exposed,2020-07-03,8,Generic Smartphone,6,Chrome Mobile,0,1
195,53483309-2717-4f0b-8302-b7f3f33ee907,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,1,0
196,5358fee8-5aed-40da-a133-d788af39c59a,control,2020-07-07,17,Generic Smartphone,6,Chrome Mobile,1,0
197,5378e49b-ec5b-46e8-9e43-03ba4a89a3f7,exposed,2020-07-03,1,Generic Smartphone,6,Chrome Mobile,1,0
198,538f31a8-21cf-48eb-be4f-a879f6a9bbd3,exposed,2020-07-04,3,Generic Smartphone,6,Chrome Mobile,0,1
199,542419da-d4e5-450d-b6fa-012c02e6d2ef,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,1
200,5434ebb8-0685-4bce-b994-1bbff94c6c30,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,1,0
201,54d074db-722b-4c73-9501-0f2175257d2b,exposed,2020-07-06,3,Generic Smartphone,6,Chrome Mobile,0,1
202,5592797c-9373-4709-9f4e-c8b5b598d9c6,control,2020-07-04,19,Generic Smartphone,6,Chrome Mobile,0,1
203,55a89f9c-71b7-4005-a429-49e2126268a3,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
204,55d8dd33-e03b-4e07-9583-b5f7079e28ae,exposed,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,1
205,56237354-3a8d-4856-afe5-1ed8bd0b9990,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,0,1
206,577d8982-42dc-401d-8fc3-56e394a96782,exposed,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,1
207,57a98c29-7c1c-4f9a-b851-3786697a100b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
208,57b5369e-dedb-4f85-ade0-6610d0bfff3b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
209,585a6caf-04de-4325-8437-a4a7e4a65f65,exposed,2020-07-06,6,Generic Smartphone,6,Chrome Mobile,1,0
210,586008bc-cb0a-4521-84d2-034a45ca7b98,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
211,589dbe6d-4d47-4841-a20f-c707326ccf3d,exposed,2020-07-06,10,Generic Smartphone,6,Chrome Mobile,1,0
212,58a546f9-44fc-4fba-9f90-920811b232bf,exposed,2020-07-06,6,Generic Smartphone,6,Chrome Mobile,1,0
